Grid_ID,Latitude,Longitude,Elevation,Land_Use,Avg_Precipitation,Soil_Type,Drainage_Capacity,Coastal_Distance,Historical_Floods,Flood_Risk_Label
G1312,8.447408,76.856537,4,Industrial,1306.63,Clay,High,4.95,1,Low
G1313,8.273796,76.70117,8,Forest,932.66,Peat,Low,7.75,1,Moderate
G1314,8.408649,76.727057,28,Wetland,1553.84,Clay,Low,1.77,2,Moderate
G1315,8.226159,76.562073,5,Forest,986.9,Loam,Low,7.7,1,Moderate
G1316,8.321789,76.947091,24,Agriculture,1302.91,Clay,High,7.52,1,Low
G1317,8.263201,76.496259,30,Forest,1283.48,Peat,Medium,5.44,2,Low
G1318,8.365795,76.380518,21,Industrial,1347.47,Loam,Low,8.67,0,Low
G1319,8.040815,76.163035,1,Forest,1105.19,Clay,Medium,1.41,3,High
G1320,8.030176,76.786206,44,Wetland,1282.42,Loam,Low,6.0,3,Moderate
G1321,8.123552,76.734444,4,Wetland,1843.77,Loam,Medium,4.55,1,Low
G1322,8.079772,76.384355,26,Forest,1842.94,Peat,Medium,4.28,0,Low
G1323,8.435892,76.025193,24,Wetland,1959.75,Peat,Medium,2.6,1,Low
G1324,8.109607,76.838997,7,Wetland,1503.04,Loam,Low,3.79,2,Moderate
G1325,8.487933,76.011418,0,Industrial,1581.37,Clay,High,1.17,2,Moderate
G1326,8.168448,76.7037,19,Agriculture,1848.18,Peat,High,2.59,1,Low
G1327,8.091059,76.970257,43,Industrial,1058.8,Loam,High,2.79,4,Low
G1328,8.394849,76.437661,22,Urban,1741.69,Sandy,Medium,7.23,3,Low
G1329,8.329354,76.234973,31,Industrial,1890.7,Sandy,Low,0.58,4,High
G1330,8.249098,76.704871,10,Forest,1233.31,Peat,Medium,6.55,2,Low
G1331,8.277682,76.817128,38,Agriculture,1914.79,Clay,Low,2.29,1,Moderate
G1332,8.359601,76.54643,46,Forest,2117.31,Sandy,Medium,0.91,0,Moderate
G1333,8.114227,76.967035,23,Urban,1733.35,Sandy,Low,3.08,2,Low
G1334,8.498167,76.051669,10,Agriculture,1678.35,Sandy,Low,2.32,2,Low
G1335,8.487397,76.504796,28,Wetland,1164.07,Clay,Low,5.57,2,Low
G1336,8.325163,76.718454,25,Industrial,1820.76,Clay,Medium,3.64,0,Low
G1337,8.099771,76.86264,15,Forest,1192.32,Peat,High,9.66,0,Low
G1338,8.340114,76.179256,34,Urban,1610.92,Peat,Medium,9.64,1,Low
G1339,8.036099,76.800003,19,Wetland,1641.33,Sandy,Medium,4.49,2,Low
G1340,8.015326,76.552707,45,Industrial,511.12,Clay,Low,7.97,6,Moderate
G1341,8.128841,76.396554,2,Wetland,1621.74,Loam,Low,0.23,2,High
G1342,8.231311,76.131715,0,Industrial,2286.44,Sandy,High,5.52,0,Low
G1343,8.434136,76.865296,46,Agriculture,872.44,Peat,High,7.46,0,Low
G1344,8.363585,76.157273,0,Wetland,1483.83,Clay,Low,2.25,3,High
G1345,8.371353,76.309788,16,Wetland,915.87,Peat,High,0.71,1,Low
G1346,8.212747,76.290046,1,Wetland,1231.76,Peat,High,1.64,2,Moderate
G1347,8.172967,76.871414,28,Agriculture,921.07,Clay,Low,4.47,2,Low
G1348,8.185519,76.672703,19,Urban,1547.86,Sandy,Medium,5.11,1,Low
G1349,8.493825,76.796681,5,Industrial,1738.08,Clay,High,3.87,2,Low
G1350,8.020055,76.250468,7,Wetland,1622.92,Sandy,Low,4.46,8,High
G1351,8.433516,76.624874,28,Agriculture,1220.95,Peat,High,4.76,1,Low
G1352,8.289338,76.571746,47,Urban,1317.18,Clay,High,7.72,3,Low
G1353,8.219308,76.83283,32,Industrial,1581.68,Loam,Low,1.14,1,Moderate
G1354,8.362629,76.906087,2,Agriculture,1230.32,Sandy,High,7.71,2,Low
G1355,8.243334,76.012157,34,Industrial,1101.36,Loam,High,6.92,0,Low
G1356,8.436712,76.67402,4,Wetland,1428.26,Sandy,High,7.44,1,Low
G1357,8.450351,76.051836,26,Urban,1216.59,Clay,Medium,7.37,3,Low
G1358,8.21086,76.548859,43,Agriculture,1623.47,Loam,Medium,4.76,0,Low
G1359,8.138414,76.287633,11,Urban,1889.61,Clay,High,2.19,3,Moderate
G1360,8.296175,76.306777,19,Wetland,2279.28,Sandy,Low,5.41,0,Moderate
G1361,8.456182,76.352959,44,Urban,1601.42,Sandy,High,9.58,1,Low
G1362,8.105331,76.621292,19,Urban,1693.79,Sandy,High,5.93,2,Low
G1363,8.311483,76.33405,8,Forest,1320.2,Sandy,Medium,0.21,0,Moderate
G1364,8.31578,76.732699,38,Urban,1338.79,Peat,Medium,0.69,0,Low
G1365,8.366557,76.404527,3,Industrial,1885.22,Sandy,Medium,9.93,3,Moderate
G1366,8.065784,76.068353,18,Agriculture,1417.1,Loam,High,0.81,1,Low
G1367,8.357912,76.78376,37,Forest,1521.88,Sandy,High,0.56,4,Moderate
G1368,8.454516,76.285758,26,Agriculture,1866.89,Clay,Low,3.59,0,Moderate
G1369,8.089842,76.432767,44,Agriculture,1419.41,Peat,High,9.7,2,Low
G1370,8.118772,76.685444,42,Wetland,1950.13,Loam,High,3.25,2,Low
G1371,8.485698,76.332456,12,Wetland,1671.91,Peat,Medium,4.16,1,Low
G1372,8.090488,76.056586,12,Forest,1636.62,Peat,Medium,6.38,2,Low
G1373,8.427193,76.373921,21,Wetland,1305.54,Peat,Medium,0.34,5,Moderate
G1374,8.246139,76.944449,27,Wetland,1652.74,Clay,Medium,8.99,1,Low
G1375,8.123616,76.641734,46,Wetland,1371.29,Peat,Medium,5.24,2,Low
G1376,8.435375,76.671479,44,Agriculture,1640.82,Peat,Low,4.72,0,Low
G1377,8.222653,76.632282,21,Forest,1469.45,Sandy,Low,8.62,1,Low
G1378,8.257409,76.198992,42,Agriculture,1790.04,Clay,Low,9.54,2,Low
G1379,8.179617,76.418334,18,Industrial,1490.47,Loam,Medium,4.29,3,Low
G1380,8.296475,76.75094,7,Agriculture,2111.36,Loam,Medium,1.81,2,Moderate
G1381,8.081762,76.101373,7,Industrial,1417.34,Loam,Medium,8.18,1,Low
G1382,8.195541,76.277853,41,Urban,1339.63,Clay,Low,4.09,0,Low
G1383,8.484706,76.276319,25,Urban,1603.83,Loam,Medium,9.36,1,Low
G1384,8.129067,76.432019,47,Industrial,1823.36,Clay,Low,9.5,2,Moderate
G1385,8.328368,76.980369,25,Industrial,1821.03,Sandy,Medium,1.24,1,Moderate
G1386,8.162595,76.067503,22,Agriculture,1550.03,Sandy,High,9.57,1,Low
G1387,8.386737,76.518701,42,Industrial,1601.73,Clay,Low,3.75,0,Low
G1388,8.065437,76.179365,12,Forest,1602.16,Loam,High,6.5,1,Low
G1389,8.484911,76.970677,27,Urban,1176.64,Clay,Low,0.44,2,Moderate
G1390,8.226895,76.113304,8,Urban,1807.22,Clay,Medium,8.9,2,Low
G1391,8.118025,76.403601,19,Industrial,1122.64,Peat,Medium,6.45,1,Low
G1392,8.036748,76.737885,18,Wetland,1177.2,Clay,High,6.47,2,Low
G1393,8.084879,76.704554,47,Wetland,1516.51,Peat,Medium,9.03,2,Low
G1394,8.259887,76.422729,38,Industrial,1404.04,Sandy,Low,5.13,1,Low
G1395,8.168502,76.346524,11,Forest,1738.85,Peat,Medium,4.16,0,Low
G1396,8.414442,76.397612,14,Wetland,1634.21,Clay,Medium,8.67,2,Low
G1397,8.215444,76.264276,30,Industrial,1541.46,Sandy,Low,7.45,1,Low
G1398,8.124357,76.205333,13,Forest,1162.34,Peat,High,9.49,2,Low
G1399,8.308572,76.48304,10,Forest,1507.97,Clay,High,9.41,0,Low
G1400,8.353389,76.268534,25,Agriculture,1484.25,Sandy,Medium,3.89,1,Low
G1401,8.083521,76.287462,41,Forest,1566.66,Peat,Low,4.53,1,Low
G1402,8.08381,76.656756,26,Wetland,1370.99,Clay,High,2.63,1,Low
G1403,8.018336,76.968537,10,Wetland,1656.85,Clay,High,6.64,1,Low
G1404,8.368201,76.603637,37,Industrial,1396.03,Loam,Medium,3.71,0,Low
G1405,8.331902,76.076979,33,Industrial,1628.73,Loam,Low,7.88,3,Moderate
G1406,8.237315,76.075584,42,Forest,1738.81,Peat,High,1.3,1,Low
G1407,8.422085,76.951423,18,Urban,1339.62,Peat,Medium,1.25,1,Low
G1408,8.402835,76.297291,5,Agriculture,1268.35,Peat,Medium,2.12,2,Low
G1409,8.292677,76.092067,45,Urban,1642.91,Clay,Medium,0.93,1,Low
G1410,8.434136,76.599045,37,Forest,1103.67,Peat,Medium,6.24,1,Low
G1411,8.102921,76.623649,48,Forest,1833.5,Clay,High,1.56,0,Moderate
G1412,8.05596,76.648505,41,Urban,1503.29,Peat,Low,1.68,1,Moderate
G1413,8.134875,76.267402,27,Agriculture,1465.57,Clay,Medium,0.24,1,Low
G1414,8.028543,76.015111,0,Urban,1663.8,Clay,Medium,7.84,2,Low
G1415,8.265585,76.965015,34,Industrial,1645.19,Loam,High,8.14,5,Low
G1416,8.468303,76.250893,39,Wetland,1501.96,Sandy,Medium,1.7,1,Low
G1417,8.019672,76.676026,7,Industrial,1763.58,Clay,Medium,7.42,6,Moderate
G1418,8.061055,76.70663,46,Wetland,1298.28,Peat,Low,4.39,1,Low
G1419,8.2261,76.610007,6,Forest,1713.71,Loam,Medium,2.47,0,Low
G1420,8.466938,76.312907,10,Agriculture,1176.41,Peat,High,6.25,2,Low
G1421,8.158078,76.271096,38,Urban,1653.19,Peat,Low,1.87,2,Moderate
G1422,8.253617,76.597668,3,Agriculture,1401.64,Clay,High,7.59,2,Low
G1423,8.020786,76.866096,24,Urban,1106.67,Clay,Low,0.57,1,Moderate
G1424,8.074172,76.946734,11,Industrial,1576.99,Sandy,Low,9.6,2,Low
G1425,8.493315,76.105906,25,Industrial,1489.67,Clay,Medium,0.81,4,Moderate
G1426,8.482559,76.154829,37,Urban,1037.18,Clay,Medium,5.84,3,Low
G1427,8.00247,76.944736,45,Agriculture,865.9,Sandy,Medium,9.03,3,Low
G1428,8.475906,76.736535,11,Urban,1454.32,Peat,High,0.22,0,Low
G1429,8.31956,76.882994,42,Forest,1985.47,Sandy,Medium,5.04,1,Low
G1430,8.433959,76.202633,36,Industrial,1596.3,Sandy,Medium,3.57,2,Low
G1431,8.22737,76.587586,45,Forest,1299.51,Sandy,Low,5.85,1,Low
G1432,8.257798,76.70114,23,Industrial,1824.56,Loam,Medium,2.33,2,Low
G1433,8.244423,76.680112,15,Industrial,1772.17,Peat,Medium,0.74,2,Low
G1434,8.333432,76.408152,12,Wetland,1881.47,Loam,Medium,6.3,0,Low
G1435,8.069826,76.015395,24,Forest,1705.17,Loam,Medium,4.23,3,Low
G1436,8.014987,76.582926,3,Forest,1765.77,Clay,Low,6.26,2,Moderate
G1437,8.153965,76.253102,10,Wetland,1719.33,Sandy,Medium,2.18,1,Low
G1438,8.35234,76.450254,31,Agriculture,1356.75,Sandy,Low,3.45,3,Moderate
G1439,8.100927,76.957581,48,Forest,1008.82,Loam,High,5.66,1,Low
G1440,8.336716,76.399035,6,Urban,1343.66,Clay,Medium,5.97,4,Moderate
G1441,8.484956,76.839802,45,Wetland,1831.48,Clay,Medium,3.79,0,Low
G1442,8.04695,76.188541,10,Forest,1385.7,Clay,Medium,2.87,0,Low
G1443,8.336301,76.67246,27,Agriculture,1456.36,Peat,Low,2.81,5,Moderate
G1444,8.221875,76.977007,40,Forest,1150.26,Loam,Medium,1.83,0,Low
G1445,8.434071,76.101893,22,Industrial,1334.67,Peat,Medium,3.32,1,Low
G1446,8.088575,76.00832,44,Urban,1497.27,Clay,High,2.07,1,Low
G1447,8.346313,76.433583,22,Wetland,1647.77,Clay,Low,6.37,1,Low
G1448,8.419058,76.092625,49,Industrial,1362.4,Clay,Low,5.73,1,Low
G1449,8.472307,76.748384,27,Agriculture,1341.44,Sandy,High,3.89,2,Low
G1450,8.341624,76.914549,42,Industrial,1752.65,Loam,Low,3.33,2,Low
G1451,8.248587,76.434021,46,Industrial,1597.58,Sandy,Medium,2.45,0,Low
G1452,8.308924,76.258712,25,Agriculture,1634.6,Peat,Medium,5.4,0,Low
G1453,8.434452,76.434403,24,Industrial,1958.5,Sandy,High,9.2,3,Moderate
G1454,8.285305,76.723448,28,Wetland,1348.48,Loam,Low,6.89,0,Low
G1455,8.015194,76.009054,18,Forest,1485.29,Sandy,Low,7.47,0,Low
G1456,8.465474,76.589454,32,Industrial,1665.35,Clay,Low,8.36,1,Low
G1457,8.344763,76.613292,35,Wetland,1238.55,Peat,High,3.58,3,Low
G1458,8.338257,76.637688,13,Forest,1568.71,Peat,Medium,0.72,2,Low
G1459,8.107838,76.242022,13,Forest,1506.66,Clay,High,6.26,1,Low
G1460,8.329443,76.714053,34,Industrial,2333.19,Clay,Medium,1.97,0,Moderate
G1461,8.196932,76.091391,29,Wetland,1529.96,Clay,High,5.73,2,Low
G1462,8.325616,76.19927,27,Industrial,1847.08,Loam,Medium,7.42,0,Low
G1463,8.053297,76.87747,16,Agriculture,1748.98,Sandy,Low,7.86,0,Low
G1464,8.328923,76.738723,2,Forest,1153.03,Peat,Low,3.09,1,Moderate
G1465,8.499707,76.013746,15,Industrial,1035.35,Sandy,Low,5.17,0,Low
G1466,8.024106,76.248376,45,Forest,1574.1,Clay,High,6.25,3,Low
G1467,8.488587,76.214406,29,Wetland,1877.2,Clay,High,8.21,1,Low
G1468,8.203454,76.270806,28,Urban,1586.37,Sandy,High,7.64,1,Low
G1469,8.435377,76.24756,44,Industrial,1523.66,Peat,Low,9.88,2,Low
G1470,8.391193,76.062526,14,Industrial,1414.77,Loam,Medium,0.18,1,Low
G1471,8.283508,76.458941,45,Forest,1102.81,Sandy,Low,4.43,1,Low
G1472,8.369225,76.732733,24,Wetland,1211.84,Clay,Low,2.63,3,Moderate
G1473,8.439258,76.606732,37,Agriculture,1013.31,Clay,Medium,1.29,1,Low
G1474,8.20207,76.672872,41,Wetland,1169.09,Loam,Medium,9.12,1,Low
G1475,8.163517,76.081149,46,Industrial,1342.2,Sandy,Medium,9.98,2,Low
G1476,8.333797,76.951491,37,Agriculture,1732.8,Loam,Medium,1.89,1,Low
G1477,8.403923,76.838492,22,Wetland,1366.48,Loam,Low,0.48,2,Moderate
G1478,8.381143,76.80509,24,Urban,1576.69,Peat,High,2.82,4,Low
G1479,8.398907,76.822984,41,Forest,1540.57,Peat,Low,8.37,2,Low
G1480,8.217792,76.932711,6,Wetland,1649.71,Clay,Medium,3.01,1,Low
G1481,8.408917,76.544254,21,Wetland,1189.56,Sandy,High,0.66,1,Low
G1482,8.060105,76.200282,16,Urban,1817.76,Peat,High,0.62,2,Moderate
G1483,8.272245,76.616784,17,Industrial,1077.85,Clay,Low,4.33,0,Low
G1484,8.002879,76.742881,48,Forest,1365.66,Sandy,Low,9.33,2,Low
G1485,8.162293,76.737917,40,Wetland,1493.73,Clay,Low,2.93,3,Moderate
G1486,8.183231,76.521449,9,Agriculture,1728.04,Peat,High,4.33,1,Low
G1487,8.198086,76.068459,9,Wetland,1913.79,Clay,High,1.11,1,Moderate
G1488,8.347734,76.371113,6,Forest,1730.41,Sandy,High,4.99,1,Low
G1489,8.194279,76.920767,47,Wetland,1924.77,Sandy,Medium,7.0,1,Low
G1490,8.224347,76.584449,49,Urban,1251.25,Clay,Medium,2.78,1,Low
G1491,8.118772,76.538332,37,Wetland,1857.11,Sandy,Low,3.04,5,High
G1492,8.186626,76.268854,26,Wetland,1805.6,Clay,High,8.44,2,Low
G1493,8.113635,76.368449,32,Agriculture,781.12,Sandy,Low,0.2,3,High
G1494,8.036598,76.895346,0,Urban,1433.86,Clay,High,6.4,0,Low
G1495,8.301724,76.666463,43,Urban,1680.61,Clay,Low,4.0,1,Low
G1496,8.334106,76.787387,33,Wetland,1345.38,Clay,Medium,3.05,1,Low
G1497,8.309745,76.454345,3,Agriculture,1174.25,Loam,High,6.61,0,Low
G1498,8.231747,76.630247,16,Wetland,2134.25,Sandy,Medium,8.36,0,Low
G1499,8.189893,76.248384,3,Wetland,1533.31,Peat,High,5.63,1,Low
G1500,8.431667,76.705461,42,Forest,1541.52,Clay,Low,0.41,2,Moderate
G1501,8.259541,76.427601,25,Forest,1107.3,Loam,High,4.67,2,Low
G1502,8.239591,76.442546,3,Agriculture,1316.29,Peat,Medium,4.68,1,Low
G1503,8.012821,76.649322,0,Industrial,1230.65,Clay,High,5.48,2,Low
G1504,8.170624,76.936281,6,Forest,1823.69,Peat,Low,6.74,2,Moderate
G1505,8.190098,76.064006,29,Industrial,1651.39,Loam,High,0.29,2,Low
G1506,8.199411,76.824743,49,Urban,1328.83,Peat,Medium,5.07,2,Low
G1507,8.290086,76.292383,8,Forest,1668.15,Clay,Low,5.92,5,High
G1508,8.266801,76.443919,34,Forest,1423.94,Peat,Medium,3.5,1,Low
G1509,8.303953,76.021913,7,Agriculture,1570.35,Peat,High,6.72,2,Low
G1510,8.382442,76.301046,23,Industrial,1568.93,Clay,Medium,2.36,1,Low
G1511,8.406493,76.502631,18,Forest,1626.08,Loam,High,3.24,1,Low
G1512,8.359062,76.056176,35,Forest,1589.9,Loam,Low,9.63,0,Low
G1513,8.477762,76.491096,49,Agriculture,1626.31,Peat,Medium,3.55,0,Low
G1514,8.009116,76.927111,42,Agriculture,1876.74,Sandy,Medium,3.53,2,Low
G1515,8.097889,76.105393,26,Industrial,1692.17,Peat,High,6.0,0,Low
G1516,8.003781,76.764441,31,Urban,1398.93,Sandy,Medium,9.71,1,Low
G1517,8.323737,76.409671,13,Urban,1470.61,Peat,Medium,9.83,4,Low
G1518,8.449015,76.655174,17,Wetland,1869.05,Loam,Low,5.84,1,Moderate
G1519,8.121741,76.260237,27,Forest,1533.73,Peat,High,0.11,0,Low
G1520,8.463517,76.159492,28,Industrial,1387.79,Peat,High,9.02,0,Low
G1521,8.030134,76.160463,15,Forest,1310.66,Sandy,Low,5.75,1,Low
G1522,8.467218,76.070492,34,Industrial,1581.91,Loam,Low,3.72,0,Low
G1523,8.175811,76.185647,46,Industrial,1243.54,Sandy,High,8.31,2,Low
G1524,8.05071,76.664219,30,Industrial,1885.44,Peat,Low,4.06,1,Moderate
G1525,8.242936,76.881691,3,Forest,1188.65,Clay,Low,0.44,3,High
G1526,8.128388,76.814126,36,Agriculture,1943.42,Peat,Low,8.23,1,Moderate
G1527,8.142436,76.685134,16,Forest,1414.43,Peat,High,5.5,1,Low
G1528,8.153645,76.110432,38,Industrial,1176.98,Sandy,Low,3.45,1,Low
G1529,8.401513,76.289187,47,Wetland,1556.75,Clay,Medium,2.58,3,Low
G1530,8.269581,76.309807,45,Urban,1214.09,Clay,Medium,5.98,1,Low
G1531,8.155654,76.249957,25,Industrial,1510.31,Sandy,High,2.16,1,Low
G1532,8.305167,76.515006,47,Wetland,1326.74,Loam,Low,3.31,2,Low
G1533,8.358075,76.535554,38,Agriculture,1783.52,Clay,Medium,6.4,1,Low
G1534,8.136312,76.356886,40,Industrial,1541.02,Clay,High,8.83,8,Low
G1535,8.206775,76.353789,3,Wetland,1143.45,Sandy,Medium,5.38,3,Moderate
G1536,8.060943,76.828556,29,Industrial,1320.89,Loam,Low,7.62,3,Moderate
G1537,8.090575,76.789293,29,Forest,1711.48,Loam,High,7.65,1,Low
G1538,8.340559,76.307796,21,Wetland,1886.13,Peat,Medium,6.68,1,Low
G1539,8.090719,76.913788,10,Forest,1486.42,Peat,High,2.53,3,Low
G1540,8.262582,76.952815,1,Forest,1186.68,Sandy,Medium,8.68,1,Low
G1541,8.354523,76.326743,43,Wetland,1816.21,Loam,Medium,4.42,4,Moderate
G1542,8.053438,76.354425,11,Urban,1710.17,Sandy,Low,0.54,0,Moderate
G1543,8.283656,76.505634,29,Wetland,1891.96,Peat,Low,2.52,0,Moderate
G1544,8.128281,76.941121,35,Urban,1587.06,Sandy,Medium,7.68,3,Low
G1545,8.481463,76.876319,17,Industrial,1343.82,Sandy,High,0.78,2,Low
G1546,8.241773,76.102568,25,Industrial,1655.07,Clay,High,1.56,2,Low
G1547,8.402996,76.392731,6,Wetland,1597.9,Clay,Low,6.97,1,Moderate
G1548,8.275113,76.553371,0,Industrial,1327.54,Clay,Medium,8.94,1,Low
G1549,8.021706,76.503132,25,Agriculture,1559.59,Peat,Low,6.37,1,Low
G1550,8.316576,76.193863,22,Forest,1441.49,Sandy,Medium,2.3,1,Low
G1551,8.475702,76.858817,25,Forest,1723.06,Clay,Medium,0.63,2,Low
G1552,8.300806,76.676941,44,Urban,1647.6,Clay,Low,6.19,2,Low
G1553,8.409594,76.837908,5,Industrial,1184.52,Clay,High,0.57,3,High
G1554,8.442103,76.858764,5,Urban,1154.27,Peat,Low,6.17,1,Moderate
G1555,8.11404,76.748356,43,Forest,1473.06,Peat,Medium,2.33,3,Low
G1556,8.106022,76.439211,7,Forest,1509.85,Sandy,Low,9.06,3,High
G1557,8.30549,76.610547,23,Industrial,1728.29,Sandy,High,4.8,1,Low
G1558,8.205514,76.160365,21,Agriculture,1653.99,Sandy,High,2.32,1,Low
G1559,8.419931,76.673645,18,Agriculture,1937.61,Clay,Medium,8.55,1,Low
G1560,8.450012,76.179253,36,Industrial,1359.84,Loam,Low,2.61,0,Low
G1561,8.176711,76.69395,17,Industrial,1342.71,Peat,High,3.14,1,Low
G1562,8.118435,76.229598,30,Urban,1212.06,Clay,Low,8.36,1,Low
G1563,8.390263,76.117551,36,Industrial,1724.82,Clay,High,3.16,0,Low
G1564,8.137403,76.165284,29,Agriculture,1506.53,Sandy,Medium,4.16,1,Low
G1565,8.411307,76.001992,41,Industrial,943.92,Sandy,Medium,3.54,2,Low
G1566,8.211869,76.71874,32,Urban,1560.65,Clay,Low,1.25,0,Moderate
G1567,8.333775,76.732401,9,Urban,1579.79,Peat,Medium,0.49,2,Moderate
G1568,8.047768,76.514933,36,Urban,1456.7,Peat,High,7.27,1,Low
G1569,8.31193,76.161363,11,Urban,1589.0,Clay,Medium,6.49,1,Low
G1570,8.225884,76.083554,29,Wetland,1133.93,Loam,High,2.9,1,Low
G1571,8.293304,76.019129,26,Industrial,1992.31,Loam,High,3.03,2,Low
G1572,8.084007,76.165748,38,Forest,1614.08,Peat,Medium,9.46,1,Low
G1573,8.368437,76.890856,8,Industrial,967.89,Sandy,High,9.88,1,Low
G1574,8.431399,76.241537,20,Wetland,1498.23,Loam,High,4.79,1,Low
G1575,8.10837,76.354271,11,Urban,1622.02,Loam,Low,8.04,0,Low
G1576,8.047857,76.105345,28,Wetland,1166.12,Sandy,Low,7.39,0,Low
G1577,8.011819,76.222361,32,Agriculture,1660.09,Loam,Low,3.04,0,Low
G1578,8.320986,76.519225,42,Agriculture,2004.28,Clay,Medium,0.68,1,Moderate
G1579,8.303547,76.607753,14,Industrial,1306.69,Loam,Low,1.51,0,Moderate
G1580,8.273349,76.245352,1,Industrial,1628.53,Sandy,High,8.4,3,Moderate
G1581,8.115974,76.057732,38,Forest,1562.58,Clay,Medium,7.34,1,Low
G1582,8.195453,76.391033,43,Forest,1790.49,Loam,Medium,6.68,3,Low
G1583,8.297238,76.234203,17,Agriculture,1467.35,Peat,Medium,1.39,2,Low
G1584,8.248383,76.219554,2,Urban,1179.99,Clay,Medium,6.44,2,Low
G1585,8.493893,76.959863,6,Wetland,1771.25,Clay,High,7.74,2,Low
G1586,8.06822,76.6163,42,Forest,1197.82,Peat,High,8.62,1,Low
G1587,8.347572,76.556878,17,Forest,2042.66,Peat,Low,0.23,1,High
G1588,8.202159,76.415775,43,Urban,1668.23,Loam,Medium,6.88,2,Low
G1589,8.2141,76.428944,37,Urban,1320.33,Loam,Low,0.29,2,Moderate
G1590,8.358799,76.540905,36,Industrial,1832.6,Sandy,High,7.1,2,Low
G1591,8.346218,76.69643,32,Wetland,1497.24,Sandy,Medium,6.39,4,Low
G1592,8.495628,76.702146,43,Urban,1433.58,Clay,High,1.57,3,Moderate
G1593,8.064197,76.171694,30,Forest,1295.74,Peat,Low,7.68,2,Low
G1594,8.052055,76.500113,10,Forest,936.55,Peat,High,0.78,1,Low
G1595,8.362169,76.411958,3,Agriculture,1681.32,Sandy,Medium,8.28,1,Low
G1596,8.289193,76.870527,17,Urban,1011.56,Clay,Medium,2.69,1,Low
G1597,8.13708,76.631419,3,Industrial,1262.01,Clay,Low,6.92,2,Moderate
G1598,8.03971,76.532504,48,Wetland,1629.85,Sandy,Medium,9.24,0,Low
G1599,8.042829,76.115395,33,Industrial,1349.8,Sandy,High,3.46,3,Low
G1600,8.447095,76.605638,28,Forest,1547.15,Sandy,High,5.08,2,Low
G1601,8.095934,76.117204,23,Industrial,1135.89,Loam,High,4.68,1,Low
G1602,8.161686,76.337207,21,Forest,1395.46,Clay,High,1.66,0,Low
G1603,8.113328,76.142842,1,Forest,1549.02,Clay,Low,5.94,0,Moderate
G1604,8.177498,76.692074,43,Forest,1214.56,Clay,High,7.46,1,Low
G1605,8.034712,76.206252,5,Forest,2005.91,Sandy,Low,9.18,0,Moderate
G1606,8.25953,76.391859,41,Forest,1308.77,Sandy,High,8.52,1,Low
G1607,8.033806,76.895675,24,Agriculture,1913.53,Sandy,Low,5.15,1,Moderate
G1608,8.400178,76.204316,20,Industrial,1449.66,Sandy,High,7.22,2,Low
G1609,8.116856,76.507805,15,Agriculture,1029.46,Peat,High,8.03,1,Low
G1610,8.270006,76.419272,30,Agriculture,1158.93,Sandy,Low,4.99,1,Low
G1611,8.44004,76.018124,13,Urban,1552.82,Loam,Medium,1.24,0,Low
G1612,8.325439,76.792758,38,Urban,1809.83,Peat,Medium,4.44,3,Moderate
G1613,8.266479,76.069046,27,Urban,2030.93,Peat,Medium,8.44,1,Low
G1614,8.162167,76.474255,31,Wetland,1538.47,Sandy,Low,6.01,2,Low
G1615,8.166501,76.560678,27,Urban,1146.83,Clay,Medium,7.27,3,Low
G1616,8.334743,76.628426,48,Industrial,1583.55,Sandy,Medium,1.93,4,Moderate
G1617,8.49707,76.688632,8,Agriculture,1252.44,Clay,Low,9.65,3,High
G1618,8.33092,76.253272,44,Industrial,1617.66,Sandy,Medium,4.1,0,Low
G1619,8.278892,76.009979,21,Urban,1217.56,Sandy,Medium,6.57,3,Low
G1620,8.365325,76.723444,31,Wetland,873.13,Clay,Medium,0.29,1,Low
G1621,8.232603,76.535657,4,Wetland,1895.06,Clay,Low,1.36,0,High
G1622,8.030071,76.836118,22,Agriculture,1432.07,Clay,Low,7.84,1,Low
G1623,8.281148,76.821388,4,Industrial,1514.9,Clay,Medium,9.68,2,Low
G1624,8.478813,76.843326,41,Forest,1799.01,Loam,Medium,3.27,4,Low
G1625,8.087651,76.485095,31,Industrial,2063.65,Clay,Low,0.47,4,High
G1626,8.345002,76.333628,9,Urban,1716.02,Sandy,Medium,3.67,2,Low
G1627,8.100467,76.791558,38,Forest,1530.9,Sandy,Low,0.27,2,Moderate
G1628,8.267914,76.451294,14,Wetland,1638.86,Loam,Medium,2.0,2,Low
G1629,8.048338,76.183442,6,Agriculture,1411.57,Clay,Low,7.55,1,Moderate
G1630,8.225185,76.854974,28,Agriculture,1510.83,Sandy,High,9.38,0,Low
G1631,8.378082,76.88256,46,Wetland,1543.46,Loam,High,0.97,0,Low
G1632,8.173786,76.46631,2,Urban,1264.01,Sandy,Low,5.62,0,Moderate
G1633,8.332456,76.0757,18,Wetland,1506.35,Loam,High,2.61,1,Low
G1634,8.397725,76.387826,9,Urban,1610.13,Loam,Medium,1.48,3,High
G1635,8.463589,76.803538,27,Forest,1655.11,Peat,Low,2.27,2,Low
G1636,8.117321,76.901774,28,Wetland,1631.2,Peat,Low,5.82,0,Low
G1637,8.199658,76.203473,14,Urban,1098.29,Clay,Medium,0.74,1,Low
G1638,8.076208,76.066974,34,Forest,1868.78,Peat,Medium,4.4,2,Low
